                                                                12.03.2024 15:09
________________________________________________________________________________



Kurvenname:
  !]36[Avrami-AB12-CD34-1
Kurvenwerte:
          Index              t             Ts             Tr           Wert
                           [s]           [°C]           [°C]        [Wg^-1]
            285            285         46,003         46,000      0,0114439
            286            286         46,003         46,000       0,011374
            287            287         46,003         46,000      0,0113066
            288            288         46,003         46,000      0,0112428
            289            289         46,003         46,000      0,0111759
            290            290         46,003         46,000      0,0111086
            291            291         46,003         46,000      0,0110403
            292            292         46,003         46,000       0,010971
            293            293         46,003         46,000      0,0109055
            294            294         46,003         46,000      0,0108472
            295            295         46,003         46,000      0,0107853
            296            296         46,003         46,000      0,0107173
            297            297         46,003         46,000      0,0106459
            298            298         46,003         46,000      0,0105811
            299            299         46,003         46,000       0,010518
            300            300         46,003         46,000      0,0104589
            301            301         46,003         46,000      0,0103927
            302            302         46,003         46,000      0,0103322
            303            303         46,003         46,000      0,0102747
            304            304         46,003         46,000      0,0102203
            305            305         46,003         46,000       0,010166
            306            306         46,003         46,000      0,0101106
            307            307         46,003         46,000      0,0100535
            308            308         46,003         46,000     0,00999815
            309            309         46,003         46,000     0,00993462
            310            310         46,003         46,000     0,00987123
            311            311         46,003         46,000     0,00981065
            312            312         46,003         46,000     0,00975152
            313            313         46,003         46,000     0,00969819
            314            314         46,003         46,000     0,00964574
            315            315         46,003         46,000     0,00959365
            316            316         46,003         46,000     0,00954429
            317            317         46,003         46,000     0,00950386
            318            318         46,002         46,000     0,00945767
            319            319         46,002         46,000     0,00940463
            320            320         46,002         46,000     0,00934595
            321            321         46,002         46,000     0,00927796
            322            322         46,002         46,000      0,0092174
            323            323         46,002         46,000     0,00916009
            324            324         46,002         46,000     0,00910346
            325            325         46,002         46,000     0,00904467
            326            326         46,002         46,000     0,00898908
            327            327         46,002         46,000     0,00893717
            328            328         46,002         46,000      0,0088839
            329            329         46,002         46,000     0,00884907
            330            330         46,002         46,000     0,00880767
            331            331         46,002         46,000      0,0087575
            332            332         46,002         46,000     0,00870526
            333            333         46,002         46,000     0,00866242
            334            334         46,002         46,000     0,00861875
            335            335         46,002         46,000     0,00857818
            336            336         46,002         46,000     0,00853343
            337            337         46,002         46,000     0,00849148
            338            338         46,002         46,000     0,00844559
            339            339         46,002         46,000      0,0083923
            340            340         46,002         46,000     0,00833903
            341            341         46,002         46,000     0,00827986
            342            342         46,002         46,000     0,00822441
            343            343         46,002         46,000      0,0081773
            344            344         46,002         46,000     0,00813535
            345            345         46,002         46,000     0,00809012
            346            346         46,002         46,000     0,00804534
            347            347         46,002         46,000     0,00800261
            348            348         46,002         46,000     0,00796299
            349            349         46,002         46,000     0,00790913
            350            350         46,002         46,000     0,00785062
            351            351         46,002         46,000     0,00779517
            352            352         46,002         46,000     0,00774219
            353            353         46,002         46,000     0,00769114
            354            354         46,002         46,000     0,00764823
            355            355         46,002         46,000     0,00760781
            356            356         46,002         46,000     0,00757169
            357            357         46,002         46,000     0,00756395
            358            358         46,002         46,000     0,00754565
            359            359         46,002         46,000     0,00751974
            360            360         46,002         46,000     0,00748579
            361            361         46,002         46,000     0,00745725
            362            362         46,002         46,000     0,00743219
            363            363         46,002         46,000     0,00740728
            364            364         46,002         46,000     0,00737467
            365            365         46,002         46,000     0,00734862
            366            366         46,002         46,000     0,00732235
            367            367         46,002         46,000     0,00729415
            368            368         46,002         46,000     0,00726376
            369            369         46,002         46,000     0,00722815
            370            370         46,002         46,000      0,0071941
            371            371         46,002         46,000     0,00716004
            372            372         46,002         46,000     0,00712202
            373            373         46,002         46,000     0,00706639
            374            374         46,002         46,000     0,00700918
            375            375         46,002         46,000     0,00695535
            376            376         46,002         46,000     0,00690763
            377            377         46,002         46,000     0,00683027
            378            378         46,002         46,000     0,00676256
            379            379         46,002         46,000     0,00670419
            380            380         46,002         46,000     0,00665057
            381            381         46,002         46,000      0,0066185
            382            382         46,002         46,000     0,00658791
            383            383         46,002         46,000      0,0065565
            384            384         46,002         46,000     0,00652946
            385            385         46,002         46,000     0,00655361
            386            386         46,002         46,000     0,00655407
            387            387         46,002         46,000     0,00653689
            388            388         46,002         46,000     0,00650998
            389            389         46,002         46,000     0,00648075
            390            390         46,002         46,000     0,00644363
            391            391         46,002         46,000      0,0064127
            392            392         46,002         46,000     0,00638367
            393            393         46,002         46,000      0,0063304
            394            394         46,002         46,000     0,00628742
            395            395         46,002         46,000     0,00624882
            396            396         46,002         46,000     0,00621539
            397            397         46,002         46,000     0,00618435
            398            398         46,002         46,000     0,00615474
            399            399         46,002         46,000     0,00612951
            400            400         46,002         46,000     0,00611016
            401            401         46,002         46,000     0,00609947
            402            402         46,002         46,000     0,00608675
            403            403         46,002         46,000     0,00607153
            404            404         46,002         46,000     0,00605333
            405            405         46,002         46,000     0,00602845
            406            406         46,002         46,000     0,00600373
            407            407         46,002         46,000     0,00598545
            408            408         46,002         46,000     0,00596802
            409            409         46,002         46,000     0,00593758
            410            410         46,002         46,000     0,00591265
            411            411         46,002         46,000     0,00588646
            412            412         46,002         46,000     0,00586223
            413            413         46,002         46,000     0,00583648
            414            414         46,002         46,000     0,00580807
            415            415         46,002         46,000     0,00577809
            416            416         46,002         46,000     0,00575041
            417            417         46,002         46,000        0,00571
            418            418         46,001         46,000     0,00567761
            419            419         46,001         46,000     0,00565095
            420            420         46,001         46,000     0,00562136
            421            421         46,001         46,000     0,00560012
            422            422         46,001         46,000     0,00557602
            423            423         46,001         46,000      0,0055483
            424            424         46,001         46,000     0,00551673
            425            425         46,001         46,000     0,00548155
            426            426         46,001         46,000     0,00544841
            427            427         46,001         46,000     0,00541751
            428            428         46,001         46,000     0,00538848
            429            429         46,001         46,000     0,00535162
            430            430         46,001         46,000     0,00531991
            431            431         46,001         46,000     0,00528862
            432            432         46,001         46,000      0,0052546
            433            433         46,001         46,000     0,00524428
            434            434         46,001         46,000      0,0052283
            435            435         46,001         46,000     0,00520602
            436            436         46,001         46,000     0,00518856
            437            437         46,001         46,000     0,00518636
            438            438         46,001         46,000     0,00517716
            439            439         46,001         46,000     0,00516396
            440            440         46,001         46,000     0,00514962
            441            441         46,001         46,000     0,00513362
            442            442         46,001         46,000     0,00511639
            443            443         46,001         46,000     0,00509559
            444            444         46,001         46,000      0,0050693
            445            445         46,001         46,000     0,00504782
            446            446         46,001         46,000       0,005028
            447            447         46,001         46,000     0,00500431
            448            448         46,001         46,000     0,00497912
            449            449         46,001         46,000     0,00495513
            450            450         46,001         46,000     0,00493082
            451            451         46,001         46,000     0,00490442
            452            452         46,001         46,000     0,00487204
            453            453         46,001         46,000     0,00483598
            454            454         46,001         46,000     0,00480446
            455            455         46,001         46,000     0,00477465
            456            456         46,001         46,000     0,00475254
            457            457         46,001         46,000      0,0047458
            458            458         46,001         46,000     0,00473851
            459            459         46,001         46,000     0,00472745
            460            460         46,001         46,000      0,0047167
            461            461         46,001         46,000     0,00472092
            462            462         46,001         46,000     0,00471079
            463            463         46,001         46,000     0,00468839
            464            464         46,001         46,000     0,00465779
            465            465         46,001         46,000     0,00461571
            466            466         46,001         46,000     0,00458657
            467            467         46,001         46,000     0,00456241
            468            468         46,001         46,000     0,00454215
            469            469         46,001         46,000     0,00452319
            470            470         46,001         46,000     0,00450349
            471            471         46,001         46,000     0,00449153
            472            472         46,001         46,000     0,00448716
            473            473         46,001         46,000     0,00448464
            474            474         46,001         46,000     0,00448081
            475            475         46,001         46,000     0,00447809
            476            476         46,001         46,000     0,00447353
            477            477         46,001         46,000     0,00446441
            478            478         46,001         46,000     0,00445042
            479            479         46,001         46,000     0,00442986
            480            480         46,001         46,000     0,00440731
            481            481         46,001         46,000     0,00437823
            482            482         46,001         46,000     0,00435106
            483            483         46,001         46,000     0,00433099
            484            484         46,001         46,000     0,00431418
            485            485         46,001         46,000     0,00430218
            486            486         46,001         46,000     0,00429059
            487            487         46,001         46,000     0,00428042
            488            488         46,001         46,000     0,00426621
            489            489         46,001         46,000     0,00424788
            490            490         46,001         46,000     0,00423234
            491            491         46,001         46,000     0,00421917
            492            492         46,001         46,000     0,00420369
            493            493         46,001         46,000     0,00417155
            494            494         46,001         46,000     0,00414196
            495            495         46,001         46,000     0,00411724
            496            496         46,001         46,000     0,00409893
            497            497         46,001         46,000     0,00407517
            498            498         46,001         46,000     0,00405762
            499            499         46,001         46,000     0,00404395
            500            500         46,001         46,000     0,00402635
            501            501         46,001         46,000     0,00402083
            502            502         46,001         46,000     0,00401365
            503            503         46,001         46,000     0,00401231
            504            504         46,001         46,000     0,00401829
            505            505         46,001         46,000      0,0040186
            506            506         46,001         46,000      0,0040143
            507            507         46,001         46,000     0,00400647
            508            508         46,001         46,000     0,00399557
            509            509         46,001         46,000     0,00397473
            510            510         46,001         46,000      0,0039566
            511            511         46,001         46,000     0,00394054
            512            512         46,001         46,000      0,0039163
            513            513         46,001         46,000     0,00387312
            514            514         46,001         46,000       0,003832
            515            515         46,001         46,000     0,00379642
            516            516         46,001         46,000     0,00377056
            517            517         46,001         46,000     0,00374835
            518            518         46,001         46,000     0,00373418
            519            519         46,001         46,000     0,00372397
            520            520         46,001         46,000     0,00371674
            521            521         46,001         46,000     0,00374502
            522            522         46,001         46,000     0,00376046
            523            523         46,001         46,000     0,00376793
            524            524         46,001         46,000     0,00377246
            525            525         46,001         46,000     0,00375516
            526            526         46,001         46,000     0,00373853
            527            527         46,001         46,000     0,00371856
            528            528         46,001         46,000     0,00369513
            529            529         46,001         46,000     0,00365478
            530            530         46,001         46,000     0,00363413
            531            531         46,001         46,000     0,00360784
            532            532         46,001         46,000     0,00357594
            533            533         46,001         46,000     0,00356465
            534            534         46,001         46,000     0,00355335
            535            535         46,001         46,000     0,00354335
            536            536         46,001         46,000      0,0035326
            537            537         46,001         46,000     0,00351541
            538            538         46,001         46,000     0,00349991
            539            539         46,001         46,000     0,00348329
            540            540         46,001         46,000     0,00346458
            541            541         46,001         46,000     0,00343465
            542            542         46,001         46,000     0,00341567
            543            543         46,001         46,000     0,00339981
            544            544         46,001         46,000     0,00338178
            545            545         46,001         46,000     0,00337523
            546            546         46,001         46,000     0,00336967
            547            547         46,001         46,000     0,00336191
            548            548         46,001         46,000     0,00335076
            549            549         46,001         46,000     0,00335403
            550            550         46,001         46,000     0,00334704
            551            551         46,001         46,000     0,00333877
            552            552         46,001         46,000     0,00332926
            553            553         46,001         46,000     0,00332005
            554            554         46,001         46,000      0,0033157
            555            555         46,001         46,000     0,00330942
            556            556         46,001         46,000     0,00329978
            557            557         46,001         46,000     0,00328823
            558            558         46,001         46,000      0,0032727
            559            559         46,001         46,000     0,00326167
            560            560         46,001         46,000     0,00325362
            561            561         46,001         46,000      0,0032368
            562            562         46,001         46,000     0,00322781
            563            563         46,001         46,000     0,00322419
            564            564         46,001         46,000     0,00322366
            565            565         46,001         46,000     0,00322067
            566            566         46,001         46,000     0,00321453
            567            567         46,001         46,000     0,00320746
            568            568         46,001         46,000     0,00319701
            569            569         46,001         46,000     0,00318224
            570            570         46,001         46,000     0,00317066
            571            571         46,001         46,000     0,00315534
            572            572         46,001         46,000     0,00313987
            573            573         46,001         46,000       0,003132
            574            574         46,001         46,000     0,00311722
            575            575         46,001         46,000     0,00309294
            576            576         46,001         46,000     0,00305828
            577            577         46,001         46,000     0,00303461
            578            578         46,001         46,000     0,00302204
            579            579         46,001         46,000     0,00301788
            580            580         46,001         46,000     0,00301611
            581            581         46,001         46,000     0,00302071
            582            582         46,001         46,000     0,00302175
            583            583         46,001         46,000     0,00302367
            584            584         46,001         46,000     0,00302497
            585            585         46,001         46,000     0,00301056
            586            586         46,001         46,000     0,00299973
            587            587         46,001         46,000     0,00299063
            588            588         46,001         46,000     0,00298081
            589            589         46,001         46,000     0,00295852
            590            590         46,001         46,000     0,00293392
            591            591         46,001         46,000     0,00290489
            592            592         46,001         46,000     0,00287433
            593            593         46,001         46,000     0,00284473
            594            594         46,001         46,000      0,0028154
            595            595         46,001         46,000     0,00278297
            596            596         46,001         46,000     0,00274477
            597            597         46,001         46,000     0,00254836
            598            598         45,999         46,000    -0,00407635
            599            599         45,990         46,000     -0,0370203


Proben:
  Avrami-AB12-CD34-1, 8,9000 mg


Kurvenname:
  !]16[Avrami-AB12-CD34-1
Kurvenwerte:
          Index              t             Ts             Tr           Wert
                           [s]           [°C]           [°C]        [Wg^-1]
              0              0         45,376         45,000        1,43286
              1              1         45,374         45,000        1,42755
              2              2         45,372         45,000        1,41886
              3              3         45,370         45,000         1,4095
              4              4         45,367         45,000        1,39999
              5              5         45,365         45,000        1,39055
              6              6         45,362         45,000        1,38125
              7              7         45,360         45,000        1,37207
              8              8         45,358         45,000        1,36299
              9              9         45,355         45,000        1,35401
             10             10         45,353         45,000        1,34507
             11             11         45,351         45,000        1,33625
             12             12         45,348         45,000        1,32762
             13             13         45,346         45,000        1,31893
             14             14         45,343         45,000        1,30914
             15             15         45,340         45,000         1,2977
             16             16         45,335         45,000         1,2752
             17             17         45,326         45,000        1,24172
             18             18         45,312         45,000        1,18971
             19             19         45,294         45,000        1,12105
             20             20         45,267         45,000         1,0189
             21             21         45,239         45,000       0,912491
             22             22         45,212         45,000        0,80734
             23             23         45,185         45,000        0,70536
             24             24         45,162         45,000       0,617862
             25             25         45,142         45,000       0,540684
             26             26         45,125         45,000       0,476606
             27             27         45,111         45,000       0,422091
             28             28         45,103         45,000       0,392315
             29             29         45,099         45,000       0,376947
             30             30         45,100         45,000       0,380097
             31             31         45,104         45,000       0,396934
             32             32         45,118         45,000       0,450151
             33             33         45,137         45,000       0,522898
             34             34         45,162         45,000       0,617898
             35             35         45,191         45,000       0,727519
             36             36         45,227         45,000       0,865072
             37             37         45,265         45,000        1,01132
             38             38         45,305         45,000         1,1633
             39             39         45,346         45,000        1,31712
             40             40         45,385         45,000        1,46664
             41             41         45,422         45,000        1,60957
             42             42         45,457         45,000         1,7426
             43             43         45,490         45,000        1,86793
             44             44         45,517         45,000        1,97246
             45             45         45,542         45,000        2,06558
             46             46         45,563         45,000        2,14537
             47             47         45,581         45,000        2,21606
             48             48         45,594         45,000        2,26584
             49             49         45,605         45,000        2,30547
             50             50         45,612         45,000        2,33384
             51             51         45,618         45,000        2,35475
             52             52         45,619         45,000        2,35917
             53             53         45,618         45,000        2,35579
             54             54         45,615         45,000        2,34384
             55             55         45,610         45,000        2,32626
             56             56         45,602         45,000        2,29622
             57             57         45,593         45,000        2,26052
             58             58         45,582         45,000        2,21858
             59             59         45,570         45,000         2,1725
             60             60         45,556         45,000        2,11761
             61             61         45,540         45,000        2,05873
             62             62         45,523         45,000        1,99555
             63             63         45,506         45,000        1,92958
             64             64         45,487         45,000        1,85798
             65             65         45,468         45,000        1,78402
             66             66         45,448         45,000        1,70762
             67             67         45,428         45,000        1,62976
             68             68         45,406         45,000        1,54902
             69             69         45,385         45,000        1,46747
             70             70         45,363         45,000        1,38535
             71             71         45,342         45,000        1,30311
             72             72         45,320         45,000        1,22104
             73             73         45,299         45,000        1,13978
             74             74         45,278         45,000        1,05978
             75             75         45,257         45,000       0,980864
             76             76         45,238         45,000       0,905529
             77             77         45,218         45,000       0,832532
             78             78         45,200         45,000       0,762633
             79             79         45,182         45,000       0,694992
             80             80         45,166         45,000       0,633576
             81             81         45,151         45,000       0,575554
             82             82         45,137         45,000       0,521626
             83             83         45,123         45,000       0,470504
             84             84         45,112         45,000       0,426042
             85             85         45,101         45,000        0,38508
             86             86         45,091         45,000       0,348054
             87             87         45,082         45,000       0,313621
             88             88         45,075         45,000        0,28508
             89             89         45,068         45,000       0,259176
             90             90         45,062         45,000       0,236017
             91             91         45,056         45,000        0,21457
             92             92         45,052         45,000       0,197234
             93             93         45,048         45,000       0,181576
             94             94         45,044         45,000       0,167704
             95             95         45,041         45,000       0,154898
             96             96         45,038         45,000       0,144461
             97             97         45,035         45,000       0,134922
             98             98         45,033         45,000       0,126438
             99             99         45,031         45,000       0,118582
            100            100         45,029         45,000       0,112026
            101            101         45,028         45,000        0,10608
            102            102         45,026         45,000       0,100765
            103            103         45,025         45,000       0,095907
            104            104         45,024         45,000      0,0915249
            105            105         45,023         45,000      0,0875612
            106            106         45,022         45,000      0,0840221
            107            107         45,021         45,000       0,080652
            108            108         45,020         45,000       0,077692
            109            109         45,020         45,000      0,0748826
            110            110         45,019         45,000      0,0722578
            111            111         45,018         45,000      0,0697537
            112            112         45,018         45,000       0,067577
            113            113         45,017         45,000      0,0655294
            114            114         45,017         45,000       0,063634
            115            115         45,016         45,000      0,0617769
            116            116         45,016         45,000        0,06009
            117            117         45,015         45,000      0,0584384
            118            118         45,015         45,000      0,0568688
            119            119         45,015         45,000      0,0553727
            120            120         45,014         45,000      0,0540275
            121            121         45,014         45,000      0,0527953
            122            122         45,014         45,000      0,0516138
            123            123         45,013         45,000      0,0504979
            124            124         45,013         45,000      0,0494735
            125            125         45,013         45,000      0,0484232
            126            126         45,012         45,000       0,047392
            127            127         45,012         45,000       0,046377
            128            128         45,012         45,000      0,0454226
            129            129         45,012         45,000      0,0444762
            130            130         45,011         45,000      0,0435708
            131            131         45,011         45,000      0,0427673
            132            132         45,011         45,000      0,0419832
            133            133         45,011         45,000      0,0411764
            134            134         45,011         45,000      0,0404138
            135            135         45,010         45,000      0,0396762
            136            136         45,010         45,000      0,0390552
            137            137         45,010         45,000      0,0383902
            138            138         45,010         45,000      0,0377331
            139            139         45,010         45,000      0,0370875
            140            140         45,010         45,000      0,0365033
            141            141         45,009         45,000      0,0359078
            142            142         45,009         45,000      0,0353176
            143            143         45,009         45,000       0,034732
            144            144         45,009         45,000      0,0342051
            145            145         45,009         45,000      0,0336742
            146            146         45,009         45,000      0,0331546
            147            147         45,009         45,000      0,0326414
            148            148         45,008         45,000      0,0321845
            149            149         45,008         45,000      0,0317184
            150            150         45,008         45,000       0,031256
            151            151         45,008         45,000      0,0307935
            152            152         45,008         45,000      0,0303809
            153            153         45,008         45,000      0,0299619
            154            154         45,008         45,000      0,0295444
            155            155         45,008         45,000      0,0291307
            156            156         45,008         45,000      0,0287497
            157            157         45,007         45,000       0,028362
            158            158         45,007         45,000      0,0279822
            159            159         45,007         45,000      0,0276079
            160            160         45,007         45,000      0,0272597
            161            161         45,007         45,000      0,0269091
            162            162         45,007         45,000      0,0265593
            163            163         45,007         45,000      0,0262119
            164            164         45,007         45,000      0,0259027
            165            165         45,007         45,000      0,0255908
            166            166         45,007         45,000      0,0252808
            167            167         45,007         45,000      0,0249744
            168            168         45,006         45,000      0,0247102
            169            169         45,006         45,000      0,0244345
            170            170         45,006         45,000      0,0241605
            171            171         45,006         45,000      0,0238877
            172            172         45,006         45,000      0,0236291
            173            173         45,006         45,000      0,0233607
            174            174         45,006         45,000      0,0230928
            175            175         45,006         45,000      0,0228283
            176            176         45,006         45,000      0,0225757
            177            177         45,006         45,000       0,022332
            178            178         45,006         45,000       0,022087
            179            179         45,006         45,000      0,0218363
            180            180         45,006         45,000      0,0216121
            181            181         45,006         45,000      0,0213828
            182            182         45,006         45,000      0,0211538
            183            183         45,005         45,000      0,0209258
            184            184         45,005         45,000       0,020707
            185            185         45,005         45,000      0,0204874
            186            186         45,005         45,000      0,0202716
            187            187         45,005         45,000      0,0200592
            188            188         45,005         45,000       0,019865
            189            189         45,005         45,000      0,0196715
            190            190         45,005         45,000      0,0194839
            191            191         45,005         45,000      0,0193049
            192            192         45,005         45,000      0,0191421
            193            193         45,005         45,000      0,0189719
            194            194         45,005         45,000      0,0187953
            195            195         45,005         45,000      0,0186137
            196            196         45,005         45,000      0,0184443
            197            197         45,005         45,000      0,0182741
            198            198         45,005         45,000      0,0181084
            199            199         45,005         45,000      0,0179447
            200            200         45,005         45,000      0,0177869
            201            201         45,005         45,000      0,0176305
            202            202         45,005         45,000       0,017476
            203            203         45,005         45,000       0,017322
            204            204         45,005         45,000      0,0171746
            205            205         45,004         45,000      0,0170209
            206            206         45,004         45,000      0,0168667
            207            207         45,004         45,000      0,0167143
            208            208         45,004         45,000      0,0165638
            209            209         45,004         45,000      0,0164181
            210            210         45,004         45,000       0,016273
            211            211         45,004         45,000      0,0161219
            212            212         45,004         45,000      0,0159819
            213            213         45,004         45,000      0,0158434
            214            214         45,004         45,000      0,0157155
            215            215         45,004         45,000      0,0155984
            216            216         45,004         45,000      0,0154834
            217            217         45,004         45,000      0,0153617
            218            218         45,004         45,000      0,0152378
            219            219         45,004         45,000       0,015116
            220            220         45,004         45,000       0,014991
            221            221         45,004         45,000      0,0148617
            222            222         45,004         45,000      0,0147323
            223            223         45,004         45,000      0,0146078
            224            224         45,004         45,000      0,0144885
            225            225         45,004         45,000      0,0143702
            226            226         45,004         45,000      0,0142549
            227            227         45,004         45,000      0,0141421
            228            228         45,004         45,000      0,0140465
            229            229         45,004         45,000      0,0139445
            230            230         45,004         45,000      0,0138433
            231            231         45,004         45,000       0,013741
            232            232         45,004         45,000      0,0136443
            233            233         45,004         45,000      0,0135438
            234            234         45,004         45,000      0,0134439
            235            235         45,004         45,000      0,0133508
            236            236         45,003         45,000      0,0132658
            237            237         45,003         45,000      0,0131709
            238            238         45,003         45,000      0,0130721
            239            239         45,003         45,000      0,0129746
            240            240         45,003         45,000      0,0128883
            241            241         45,003         45,000      0,0127999
            242            242         45,003         45,000      0,0127067
            243            243         45,003         45,000      0,0126068
            244            244         45,003         45,000      0,0125092
            245            245         45,003         45,000      0,0124114
            246            246         45,003         45,000      0,0123141
            247            247         45,003         45,000      0,0122218
            248            248         45,003         45,000      0,0121366
            249            249         45,003         45,000      0,0120519
            250            250         45,003         45,000      0,0119703
            251            251         45,003         45,000      0,0118931
            252            252         45,003         45,000      0,0118317
            253            253         45,003         45,000       0,011755
            254            254         45,003         45,000      0,0116786
            255            255         45,003         45,000       0,011604
            256            256         45,003         45,000      0,0115218
            257            257         45,003         45,000      0,0114472
            258            258         45,003         45,000      0,0113717
            259            259         45,003         45,000      0,0112958
            260            260         45,003         45,000      0,0112215
            261            261         45,003         45,000      0,0111464
            262            262         45,003         45,000      0,0110725
            263            263         45,003         45,000      0,0109991
            264            264         45,003         45,000      0,0109234
            265            265         45,003         45,000      0,0108541
            266            266         45,003         45,000      0,0107867
