                                                                12.03.2024 15:09
________________________________________________________________________________



Kurvenname:
  !]36[Avrami-AB12-CD34-1
Kurvenwerte:
          Index              t             Ts             Tr           Wert
                           [s]           [°C]           [°C]        [Wg^-1]
            291            291         48,007         48,000      0,0270508
            292            292         48,007         48,000      0,0267466
            293            293         48,007         48,000      0,0264437
            294            294         48,007         48,000      0,0261421
            295            295         48,007         48,000      0,0258692
            296            296         48,007         48,000      0,0255925
            297            297         48,007         48,000      0,0253223
            298            298         48,007         48,000      0,0250546
            299            299         48,007         48,000      0,0248025
            300            300         48,007         48,000      0,0245519
            301            301         48,006         48,000      0,0243062
            302            302         48,006         48,000      0,0240618
            303            303         48,006         48,000      0,0238277
            304            304         48,006         48,000      0,0235883
            305            305         48,006         48,000      0,0233563
            306            306         48,006         48,000      0,0231331
            307            307         48,006         48,000      0,0228965
            308            308         48,006         48,000      0,0226659
            309            309         48,006         48,000      0,0224412
            310            310         48,006         48,000      0,0222182
            311            311         48,006         48,000      0,0220085
            312            312         48,006         48,000      0,0217999
            313            313         48,006         48,000       0,021591
            314            314         48,006         48,000      0,0213876
            315            315         48,006         48,000      0,0212029
            316            316         48,006         48,000      0,0210121
            317            317         48,006         48,000      0,0208214
            318            318         48,005         48,000      0,0206333
            319            319         48,005         48,000      0,0204471
            320            320         48,005         48,000      0,0202658
            321            321         48,005         48,000      0,0200928
            322            322         48,005         48,000      0,0199255
            323            323         48,005         48,000      0,0197616
            324            324         48,005         48,000      0,0195991
            325            325         48,005         48,000      0,0194302
            326            326         48,005         48,000      0,0192571
            327            327         48,005         48,000      0,0190893
            328            328         48,005         48,000      0,0189271
            329            329         48,005         48,000      0,0187752
            330            330         48,005         48,000      0,0186266
            331            331         48,005         48,000      0,0184743
            332            332         48,005         48,000      0,0183268
            333            333         48,005         48,000      0,0181765
            334            334         48,005         48,000      0,0180219
            335            335         48,005         48,000      0,0178747
            336            336         48,005         48,000      0,0177314
            337            337         48,005         48,000      0,0175948
            338            338         48,005         48,000      0,0174558
            339            339         48,005         48,000      0,0173245
            340            340         48,005         48,000      0,0171904
            341            341         48,005         48,000      0,0170597
            342            342         48,005         48,000      0,0169275
            343            343         48,004         48,000      0,0168024
            344            344         48,004         48,000      0,0166781
            345            345         48,004         48,000      0,0165511
            346            346         48,004         48,000      0,0164206
            347            347         48,004         48,000      0,0163125
            348            348         48,004         48,000      0,0161985
            349            349         48,004         48,000      0,0160799
            350            350         48,004         48,000      0,0159577
            351            351         48,004         48,000      0,0158455
            352            352         48,004         48,000      0,0157236
            353            353         48,004         48,000      0,0155978
            354            354         48,004         48,000      0,0154729
            355            355         48,004         48,000      0,0153557
            356            356         48,004         48,000      0,0152419
            357            357         48,004         48,000      0,0151282
            358            358         48,004         48,000      0,0150191
            359            359         48,004         48,000      0,0149262
            360            360         48,004         48,000      0,0148262
            361            361         48,004         48,000      0,0147264
            362            362         48,004         48,000      0,0146299
            363            363         48,004         48,000      0,0145283
            364            364         48,004         48,000      0,0144179
            365            365         48,004         48,000      0,0143108
            366            366         48,004         48,000      0,0142084
            367            367         48,004         48,000       0,014107
            368            368         48,004         48,000      0,0140174
            369            369         48,004         48,000      0,0139311
            370            370         48,004         48,000      0,0138466
            371            371         48,004         48,000      0,0137721
            372            372         48,004         48,000       0,013692
            373            373         48,004         48,000      0,0136053
            374            374         48,004         48,000      0,0135145
            375            375         48,004         48,000      0,0134161
            376            376         48,004         48,000      0,0133219
            377            377         48,004         48,000      0,0132255
            378            378         48,003         48,000      0,0131283
            379            379         48,003         48,000      0,0130376
            380            380         48,003         48,000       0,012945
            381            381         48,003         48,000      0,0128574
            382            382         48,003         48,000      0,0127734
            383            383         48,003         48,000      0,0126949
            384            384         48,003         48,000      0,0126179
            385            385         48,003         48,000      0,0125415
            386            386         48,003         48,000      0,0124607
            387            387         48,003         48,000       0,012395
            388            388         48,003         48,000       0,012327
            389            389         48,003         48,000       0,012258
            390            390         48,003         48,000      0,0121907
            391            391         48,003         48,000        0,01212
            392            392         48,003         48,000      0,0120435
            393            393         48,003         48,000      0,0119666
            394            394         48,003         48,000      0,0118918
            395            395         48,003         48,000      0,0117995
            396            396         48,003         48,000      0,0117186
            397            397         48,003         48,000      0,0116369
            398            398         48,003         48,000      0,0115533
            399            399         48,003         48,000      0,0114924
            400            400         48,003         48,000      0,0114312
            401            401         48,003         48,000      0,0113674
            402            402         48,003         48,000      0,0113057
            403            403         48,003         48,000      0,0112675
            404            404         48,003         48,000      0,0112173
            405            405         48,003         48,000      0,0111642
            406            406         48,003         48,000      0,0111047
            407            407         48,003         48,000      0,0110328
            408            408         48,003         48,000      0,0109635
            409            409         48,003         48,000      0,0108922
            410            410         48,003         48,000      0,0108203
            411            411         48,003         48,000      0,0107465
            412            412         48,003         48,000      0,0106805
            413            413         48,003         48,000      0,0106143
            414            414         48,003         48,000      0,0105519
            415            415         48,003         48,000      0,0105173
            416            416         48,003         48,000      0,0104678
            417            417         48,003         48,000      0,0104101
            418            418         48,003         48,000      0,0103463
            419            419         48,003         48,000      0,0102841
            420            420         48,003         48,000      0,0102265
            421            421         48,003         48,000      0,0101743
            422            422         48,003         48,000      0,0101224
            423            423         48,003         48,000      0,0100631
            424            424         48,003         48,000      0,0100062
            425            425         48,003         48,000     0,00994985
            426            426         48,003         48,000     0,00989128
            427            427         48,003         48,000     0,00982481
            428            428         48,003         48,000     0,00976254
            429            429         48,003         48,000     0,00970475
            430            430         48,003         48,000     0,00964444
            431            431         48,003         48,000     0,00958395
            432            432         48,003         48,000     0,00953033
            433            433         48,003         48,000     0,00947997
            434            434         48,003         48,000     0,00943086
            435            435         48,003         48,000     0,00938962
            436            436         48,002         48,000     0,00933682
            437            437         48,002         48,000     0,00928681
            438            438         48,002         48,000     0,00924554
            439            439         48,002         48,000     0,00921148
            440            440         48,002         48,000     0,00917199
            441            441         48,002         48,000     0,00912598
            442            442         48,002         48,000     0,00907602
            443            443         48,002         48,000     0,00903045
            444            444         48,002         48,000      0,0089737
            445            445         48,002         48,000     0,00891727
            446            446         48,002         48,000     0,00885986
            447            447         48,002         48,000     0,00878224
            448            448         48,002         48,000     0,00871816
            449            449         48,002         48,000     0,00866144
            450            450         48,002         48,000     0,00860649
            451            451         48,002         48,000     0,00856357
            452            452         48,002         48,000     0,00851806
            453            453         48,002         48,000      0,0084763
            454            454         48,002         48,000     0,00843685
            455            455         48,002         48,000     0,00841232
            456            456         48,002         48,000     0,00838577
            457            457         48,002         48,000      0,0083611
            458            458         48,002         48,000     0,00834057
            459            459         48,002         48,000     0,00833184
            460            460         48,002         48,000     0,00830773
            461            461         48,002         48,000     0,00827989
            462            462         48,002         48,000     0,00824945
            463            463         48,002         48,000     0,00821485
            464            464         48,002         48,000     0,00817918
            465            465         48,002         48,000     0,00814536
            466            466         48,002         48,000       0,008112
            467            467         48,002         48,000     0,00806223
            468            468         48,002         48,000     0,00801311
            469            469         48,002         48,000     0,00796484
            470            470         48,002         48,000     0,00792174
            471            471         48,002         48,000     0,00787247
            472            472         48,002         48,000     0,00783526
            473            473         48,002         48,000     0,00779918
            474            474         48,002         48,000     0,00775912
            475            475         48,002         48,000     0,00774168
            476            476         48,002         48,000     0,00771469
            477            477         48,002         48,000     0,00768467
            478            478         48,002         48,000     0,00765244
            479            479         48,002         48,000     0,00761187
            480            480         48,002         48,000     0,00757501
            481            481         48,002         48,000     0,00753937
            482            482         48,002         48,000     0,00750581
            483            483         48,002         48,000     0,00746911
            484            484         48,002         48,000     0,00743259
            485            485         48,002         48,000     0,00739263
            486            486         48,002         48,000     0,00735399
            487            487         48,002         48,000     0,00732021
            488            488         48,002         48,000      0,0072801
            489            489         48,002         48,000     0,00724007
            490            490         48,002         48,000     0,00720533
            491            491         48,002         48,000     0,00716362
            492            492         48,002         48,000     0,00712156
            493            493         48,002         48,000     0,00708425
            494            494         48,002         48,000     0,00704733
            495            495         48,002         48,000     0,00701053
            496            496         48,002         48,000     0,00697778
            497            497         48,002         48,000     0,00694811
            498            498         48,002         48,000     0,00691733
            499            499         48,002         48,000      0,0068851
            500            500         48,002         48,000     0,00684663
            501            501         48,002         48,000      0,0068072
            502            502         48,002         48,000     0,00676736
            503            503         48,002         48,000     0,00672132
            504            504         48,002         48,000     0,00667996
            505            505         48,002         48,000     0,00664542
            506            506         48,002         48,000     0,00661666
            507            507         48,002         48,000      0,0066039
            508            508         48,002         48,000     0,00658589
            509            509         48,002         48,000     0,00656592
            510            510         48,002         48,000     0,00654556
            511            511         48,002         48,000     0,00653185
            512            512         48,002         48,000     0,00651436
            513            513         48,002         48,000     0,00648836
            514            514         48,002         48,000     0,00645649
            515            515         48,002         48,000     0,00643268
            516            516         48,002         48,000     0,00640823
            517            517         48,002         48,000     0,00638252
            518            518         48,002         48,000     0,00635947
            519            519         48,002         48,000     0,00634533
            520            520         48,002         48,000     0,00632189
            521            521         48,002         48,000     0,00629261
            522            522         48,002         48,000     0,00625934
            523            523         48,002         48,000     0,00622354
            524            524         48,002         48,000     0,00619262
            525            525         48,002         48,000     0,00616095
            526            526         48,002         48,000     0,00613056
            527            527         48,002         48,000     0,00610668
            528            528         48,002         48,000     0,00607123
            529            529         48,002         48,000     0,00603493
            530            530         48,002         48,000     0,00600233
            531            531         48,002         48,000      0,0059739
            532            532         48,002         48,000     0,00594383
            533            533         48,002         48,000     0,00591224
            534            534         48,002         48,000      0,0058801
            535            535         48,002         48,000     0,00585971
            536            536         48,002         48,000     0,00584089
            537            537         48,002         48,000     0,00581775
            538            538         48,002         48,000      0,0057876
            539            539         48,002         48,000     0,00575749
            540            540         48,002         48,000     0,00573148
            541            541         48,002         48,000     0,00570874
            542            542         48,002         48,000     0,00569019
            543            543         48,002         48,000     0,00566521
            544            544         48,002         48,000     0,00564511
            545            545         48,001         48,000     0,00562811
            546            546         48,001         48,000     0,00561459
            547            547         48,001         48,000     0,00558913
            548            548         48,001         48,000     0,00556005
            549            549         48,001         48,000     0,00553426
            550            550         48,001         48,000     0,00550938
            551            551         48,001         48,000     0,00546847
            552            552         48,001         48,000     0,00543579
            553            553         48,001         48,000     0,00540712
            554            554         48,001         48,000     0,00538525
            555            555         48,001         48,000     0,00537449
            556            556         48,001         48,000     0,00535522
            557            557         48,001         48,000     0,00533122
            558            558         48,001         48,000     0,00530891
            559            559         48,001         48,000     0,00529747
            560            560         48,001         48,000     0,00528865
            561            561         48,001         48,000     0,00528148
            562            562         48,001         48,000      0,0052699
            563            563         48,001         48,000     0,00526472
            564            564         48,001         48,000     0,00526005
            565            565         48,001         48,000      0,0052497
            566            566         48,001         48,000     0,00523876
            567            567         48,001         48,000     0,00522422
            568            568         48,001         48,000     0,00520996
            569            569         48,001         48,000     0,00519558
            570            570         48,001         48,000     0,00518169
            571            571         48,001         48,000     0,00515666
            572            572         48,001         48,000     0,00511996
            573            573         48,001         48,000     0,00507615
            574            574         48,001         48,000     0,00503312
            575            575         48,001         48,000     0,00497907
            576            576         48,001         48,000     0,00494417
            577            577         48,001         48,000     0,00491713
            578            578         48,001         48,000     0,00488704
            579            579         48,001         48,000      0,0048779
            580            580         48,001         48,000     0,00486563
            581            581         48,001         48,000     0,00484986
            582            582         48,001         48,000     0,00483433
            583            583         48,001         48,000     0,00482748
            584            584         48,001         48,000     0,00481186
